ID,Name,Stars,Forks,Open Issues,Closed Issues,PRs,Releases,Pushed At,Created At,Primary Language
MDEwOlJlcG9zaXRvcnkzOTE3NjI2OQ==,vuex,28461,9494,99,1166,983,51,2024-09-25T13:26:41Z,2015-07-16T04:21:26Z,JavaScript
MDEwOlJlcG9zaXRvcnkxNjQ1NTQ4MzI=,handson-ml2,28443,12068,214,300,136,0,2024-06-13T08:10:24Z,2019-01-08T03:49:07Z,Jupyter Notebook
R_kgDOLg51MQ,llama3,28367,3265,166,118,96,0,2025-01-26T21:39:06Z,2024-03-15T17:57:00Z,Python
MDEwOlJlcG9zaXRvcnk3MDQzMTEwNg==,machine-learning-for-software-engineers,28365,5515,17,9,96,0,2024-06-11T04:49:29Z,2016-10-09T21:20:25Z,Unknown
MDEwOlJlcG9zaXRvcnkxMDc4ODczNw==,android_guides,28347,6260,160,219,23,0,2024-12-31T19:40:50Z,2013-06-19T10:24:45Z,Unknown
MDEwOlJlcG9zaXRvcnkzMDc5NDg2OA==,plyr,28338,2998,879,1220,557,88,2024-06-29T18:16:28Z,2015-02-14T11:33:07Z,JavaScript
MDEwOlJlcG9zaXRvcnkzMTc4MzYyNDg=,Clone-Wars,28326,2408,11,70,170,0,2024-08-06T12:31:36Z,2020-12-02T11:10:16Z,Unknown
MDEwOlJlcG9zaXRvcnk0NzAyMzYwMw==,xxl-job,28320,10921,651,2484,517,36,2025-02-16T07:32:07Z,2015-11-28T12:59:34Z,Java
MDEwOlJlcG9zaXRvcnkyODQwMDgwODc=,Free-Certifications,28318,2043,29,67,150,0,2025-02-13T06:30:40Z,2020-07-31T10:26:19Z,Unknown
R_kgDOLa1ymg,puter,28259,2008,156,382,537,8,2025-02-22T04:44:18Z,2024-03-03T01:44:32Z,JavaScript
MDEwOlJlcG9zaXRvcnkxODEwNDIwNjI=,UTM,28238,1386,876,2352,358,118,2025-02-21T10:03:44Z,2019-04-12T16:09:24Z,Swift
MDEwOlJlcG9zaXRvcnkxMTI3ODU0MTQ=,spring-cloud-alibaba,28237,8165,253,2188,1481,47,2024-12-04T01:22:42Z,2017-12-01T20:49:15Z,Java
MDEwOlJlcG9zaXRvcnkxNzI1MjE5MjY=,react-three-fiber,28231,1632,55,1018,772,119,2025-02-21T22:50:39Z,2019-02-25T14:31:51Z,TypeScript
MDEwOlJlcG9zaXRvcnk2OTgwNDE=,async,28224,2362,6,1133,870,7,2025-02-01T21:32:51Z,2010-06-01T21:01:30Z,JavaScript
R_kgDOMCnLrQ,ladybird,28181,1222,341,361,2959,0,2025-02-23T15:15:43Z,2024-05-30T09:18:10Z,C++
MDEwOlJlcG9zaXRvcnk3NTg2NzcyMA==,JavaScript30,28129,38379,0,0,698,0,2025-01-07T12:29:05Z,2016-12-07T19:15:31Z,HTML
MDEwOlJlcG9zaXRvcnk1MzYzOTA5OQ==,the-super-tiny-compiler,28122,2640,0,0,60,0,2024-02-19T12:33:21Z,2016-03-11T04:19:18Z,JavaScript
MDEwOlJlcG9zaXRvcnk5MjExMTUwOQ==,trilium,28115,1885,885,2614,373,297,2024-08-08T21:39:01Z,2017-05-23T00:30:20Z,JavaScript
MDEwOlJlcG9zaXRvcnk5NTIxODk=,backbone,28103,5166,40,2364,1868,0,2024-09-02T12:55:04Z,2010-09-30T19:41:28Z,JavaScript
MDEwOlJlcG9zaXRvcnkxMTU3MjA1NzU=,immer,28103,851,33,632,487,109,2024-09-19T07:46:06Z,2017-12-29T12:25:47Z,JavaScript
MDEwOlJlcG9zaXRvcnkzMDUxNDQ3NDY=,tinygrad,28091,3135,124,740,8255,11,2025-02-23T16:31:35Z,2020-10-18T16:23:12Z,Python
MDEwOlJlcG9zaXRvcnkyNzAwMTU5,druid,28070,8478,2206,2276,1839,51,2025-02-21T09:31:12Z,2011-11-03T05:12:51Z,Java
R_kgDOHoRNyA,cobalt,28067,2248,133,602,356,0,2025-02-23T07:39:11Z,2022-07-08T18:12:55Z,Svelte
R_kgDOGIblEA,DevToys,28064,1495,227,657,536,38,2025-02-22T07:43:49Z,2021-09-29T01:40:41Z,C#
R_kgDOIjPLxQ,ChatGPT,28058,4415,11,794,351,277,2023-08-02T06:02:10Z,2022-12-03T14:35:24Z,Python
MDEwOlJlcG9zaXRvcnk0Mjc5Njgy,fish-shell,28035,1964,425,6957,3510,45,2025-02-22T06:39:25Z,2012-05-10T03:00:55Z,Rust
R_kgDOIzTmEw,tuning_playbook,28033,2285,9,34,27,0,2024-06-18T00:25:53Z,2023-01-18T23:32:32Z,Unknown
MDEwOlJlcG9zaXRvcnkxMjEyOTE3NTg=,Complete-Python-3-Bootcamp,28016,85227,138,223,261,0,2024-08-09T22:16:00Z,2018-02-12T19:30:10Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnk2NzgzNjc4OQ==,tokio,27995,2511,290,2095,4077,126,2025-02-21T05:52:16Z,2016-09-09T22:31:36Z,Rust
MDEwOlJlcG9zaXRvcnkxMTYzOTI3MDk=,nginxconfig.io,27979,2046,54,184,244,0,2024-12-14T10:56:21Z,2018-01-05T14:21:14Z,JavaScript
MDEwOlJlcG9zaXRvcnk0MjMzMjg2Mw==,filebrowser,27939,3044,90,2449,783,62,2025-01-31T08:48:54Z,2015-09-11T21:21:58Z,Go
MDEwOlJlcG9zaXRvcnkyMDE1OTg2Nw==,stb,27924,7701,163,687,763,0,2024-11-09T07:05:43Z,2014-05-25T16:51:23Z,C
MDEwOlJlcG9zaXRvcnkyMDcxMTc5OTI=,reverse-interview,27918,1839,7,18,104,0,2025-02-19T22:41:18Z,2019-09-08T13:38:40Z,Unknown
MDEwOlJlcG9zaXRvcnkyOTc0OTYzNQ==,data-science-ipython-notebooks,27889,7459,19,22,66,0,2024-03-20T13:52:34Z,2015-01-23T19:38:29Z,Python
MDEwOlJlcG9zaXRvcnkxODM2OTM3Mw==,viper,27884,1940,407,478,930,32,2025-02-18T15:06:44Z,2014-04-02T14:33:33Z,Go
MDEwOlJlcG9zaXRvcnkyNDU4NjMwOA==,os-tutorial,27860,3111,72,104,104,0,2024-07-25T10:57:29Z,2014-09-29T08:39:34Z,C
MDEwOlJlcG9zaXRvcnkzMjc2Mjg2ODI=,mantine,27848,1952,24,2925,1814,252,2025-02-17T16:50:09Z,2021-01-07T14:02:19Z,TypeScript
R_kgDOJIZL3g,cursor,27834,1716,1391,1078,83,0,2024-10-13T19:23:26Z,2023-03-12T00:19:42Z,Unknown
MDEwOlJlcG9zaXRvcnkyMzMzODcxNg==,react-select,27833,3946,360,3247,1765,59,2025-01-24T15:55:53Z,2014-08-26T04:27:45Z,TypeScript
MDEwOlJlcG9zaXRvcnk0MjQ1NTkzNA==,xstate,27830,1272,96,1273,2343,400,2025-02-21T19:28:09Z,2015-09-14T15:04:15Z,TypeScript
MDEwOlJlcG9zaXRvcnkxOTcwMTgxODk=,xyflow,27800,1763,108,2016,1547,294,2025-02-21T17:22:58Z,2019-07-15T14:47:30Z,TypeScript
MDEwOlJlcG9zaXRvcnkyOTA5NDI5,glances,27793,1533,179,1803,920,49,2025-02-19T16:15:20Z,2011-12-04T08:49:15Z,Python
R_kgDOJhC06Q,aider,27782,2502,511,2337,476,81,2025-02-23T16:54:08Z,2023-05-09T18:57:49Z,Python
MDEwOlJlcG9zaXRvcnkyMzQ3Mzk5NzY=,medusa,27782,2927,84,2674,7885,113,2025-02-23T15:36:59Z,2020-01-18T13:39:04Z,TypeScript
MDEwOlJlcG9zaXRvcnkzNTc1NjM1MQ==,waifu2x,27759,2692,153,209,79,3,2023-05-04T00:50:48Z,2015-05-17T07:29:15Z,Lua
R_kgDOJaT1fQ,GPT_API_free,27752,2021,57,275,7,0,2025-02-14T15:37:37Z,2023-04-23T12:42:08Z,Python
MDEwOlJlcG9zaXRvcnkzMjU3ODQ2Nw==,Charts,27742,5707,884,3383,948,38,2024-08-19T06:17:16Z,2015-03-20T10:49:12Z,Swift
MDEwOlJlcG9zaXRvcnkzMjIxNTk3MA==,mobx,27737,1738,51,1911,1338,112,2025-02-19T11:25:07Z,2015-03-14T14:31:38Z,TypeScript
MDEwOlJlcG9zaXRvcnkyNzcxNjg5NTc=,applied-ml,27722,3612,2,22,229,0,2024-07-18T22:41:02Z,2020-07-04T18:57:47Z,Unknown
R_kgDOKIBx0g,jan,27702,1601,140,2052,2153,73,2025-02-21T11:10:24Z,2023-08-17T02:17:10Z,TypeScript
MDEwOlJlcG9zaXRvcnkxOTIwNTg5Ng==,restic,27702,1538,363,2347,2528,47,2025-02-16T17:29:34Z,2014-04-27T14:07:58Z,Go
R_kgDOGlbnpA,90DaysOfDevOps,27672,5882,9,80,403,2,2025-02-10T11:30:55Z,2021-12-26T13:55:18Z,Shell
MDEwOlJlcG9zaXRvcnk5NDA2MTMwNw==,ink,27665,615,67,290,308,53,2024-11-29T13:39:03Z,2017-06-12T06:12:28Z,TypeScript
MDEwOlJlcG9zaXRvcnkzMjE2NTkwNjI=,DeepFaceLive,27655,295,1,143,25,35,2024-11-08T03:07:42Z,2020-12-15T12:19:22Z,Python
R_kgDOHa8MBQ,diffusers,27638,4851,406,4128,5481,81,2025-02-23T14:24:38Z,2022-05-30T16:04:02Z,Python
MDEwOlJlcG9zaXRvcnkxMTYyMzc4MjM=,vhr,27597,10234,158,96,80,0,2024-11-25T00:07:39Z,2018-01-04T08:57:51Z,Java
MDEwOlJlcG9zaXRvcnkxODI4MDIzNg==,gitbook,27578,3816,37,1829,966,21,2025-02-23T16:41:22Z,2014-03-31T03:01:56Z,TypeScript
MDEwOlJlcG9zaXRvcnk0MDA4OTMx,hosts,27540,2262,78,1944,678,731,2025-02-22T23:22:38Z,2012-04-12T20:22:50Z,Python
MDEwOlJlcG9zaXRvcnk1OTk5NjQwMQ==,yapi,27504,4638,1525,921,298,1,2024-08-12T09:29:34Z,2016-05-30T09:09:09Z,JavaScript
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,CLIP,27499,3372,223,189,65,0,2024-07-23T01:30:44Z,2020-12-16T11:24:42Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnk0MzcyMzE2MQ==,helm,27495,6975,384,7557,5701,204,2025-02-22T20:50:31Z,2015-10-06T01:07:32Z,Go
MDEwOlJlcG9zaXRvcnkzNTU5NTk1OTc=,textual,27464,845,168,1938,2303,166,2025-02-22T18:43:40Z,2021-04-08T15:24:47Z,Python
MDEwOlJlcG9zaXRvcnkxNjY1MzU5NzQ=,Daily-Interview-Question,27453,3236,262,298,23,0,2020-11-09T01:07:00Z,2019-01-19T10:49:00Z,JavaScript
MDEwOlJlcG9zaXRvcnkzMTUyMjA0MQ==,vnpy,27452,8761,6,2070,1494,62,2025-02-12T12:54:44Z,2015-03-02T03:36:58Z,Python
MDEwOlJlcG9zaXRvcnkyMzc4MzM3NQ==,ResumeSample,27434,8470,0,0,11,0,2024-08-14T10:20:23Z,2014-09-08T08:08:13Z,Unknown
MDEwOlJlcG9zaXRvcnk4MjcyOTUyOQ==,python-fire,27420,1434,128,198,242,11,2025-02-01T08:36:03Z,2017-02-21T21:35:07Z,Python
MDEwOlJlcG9zaXRvcnkxNTc4NDY4NzY=,motion,27403,899,248,1499,1128,0,2025-02-21T12:05:27Z,2018-11-16T09:48:38Z,TypeScript
MDEwOlJlcG9zaXRvcnkzNDkyNDE=,underscore,27382,5269,30,1394,1562,0,2024-10-16T10:57:01Z,2009-10-25T18:31:06Z,JavaScript
MDEwOlJlcG9zaXRvcnk0NjYwNzQy,Python-programming-exercises,27322,6644,68,17,119,0,2024-04-07T15:52:00Z,2012-06-14T07:56:46Z,Unknown
MDEwOlJlcG9zaXRvcnkzMTEzMTU3MzE=,Xray-core,27314,4061,10,2355,1165,78,2025-02-21T10:45:29Z,2020-11-09T11:23:10Z,Go
MDEwOlJlcG9zaXRvcnkzODgzNjAxNQ==,aos,27286,2588,340,360,143,0,2024-03-26T15:58:43Z,2015-07-09T17:49:00Z,JavaScript
MDEwOlJlcG9zaXRvcnkyODE2NzgwMg==,weui,27266,6126,53,615,283,51,2024-12-23T10:01:07Z,2014-12-18T04:09:54Z,HTML
R_kgDOMfGEzA,Jobs_Applier_AI_Agent_AIHawk,27262,3991,28,653,332,0,2025-02-02T13:05:02Z,2024-08-04T12:15:06Z,Python
R_kgDOJO0j8A,Retrieval-based-Voice-Conversion-WebUI,27249,3423,505,1274,694,7,2024-11-24T15:09:44Z,2023-03-27T09:59:10Z,Python
MDEwOlJlcG9zaXRvcnkxNDMzMjgzMTU=,mindsdb,27246,4885,79,4026,5887,283,2025-02-23T07:38:56Z,2018-08-02T17:56:45Z,Python
MDEwOlJlcG9zaXRvcnkyMTI2MTk0ODk=,TrackersListCollection,27241,1663,0,0,16,0,2025-02-23T16:08:50Z,2019-10-03T15:55:07Z,Unknown
R_kgDOHFhdAg,ghostty,27233,684,135,1483,2249,1,2025-02-23T15:33:56Z,2022-03-29T17:38:26Z,Zig
MDEwOlJlcG9zaXRvcnkyNTMyMjI1OTk=,it-tools,27224,3183,366,190,870,10,2025-02-19T16:45:08Z,2020-04-05T11:50:24Z,Vue
R_kgDOGg_XLQ,dragonfly,27219,1004,200,1263,2985,91,2025-02-23T15:24:22Z,2021-12-11T10:00:42Z,C++
MDEwOlJlcG9zaXRvcnk3NjA3MDc1,Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,27205,7419,155,90,324,0,2024-06-25T20:42:58Z,2013-01-14T15:46:28Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnkyODM4NzQwNg==,awesome-sysadmin,27138,1460,14,86,487,0,2024-08-18T13:06:45Z,2014-12-23T08:41:22Z,Unknown
MDEwOlJlcG9zaXRvcnk2MjcxMjg5OQ==,AdGuardHome,27133,1921,1023,4538,483,195,2025-02-20T18:38:10Z,2016-07-06T10:31:47Z,Go
MDEwOlJlcG9zaXRvcnkzODM4MDg1NA==,dnSpy,27132,4620,0,0,83,1,2020-12-20T23:55:15Z,2015-07-01T16:05:10Z,C#
MDEwOlJlcG9zaXRvcnk1OTc4Nzk=,mongoose,27110,3806,217,10740,4003,176,2025-02-21T22:00:26Z,2010-04-06T21:39:05Z,JavaScript
MDEwOlJlcG9zaXRvcnkxMDc1MDU4Njk=,firecracker,27102,1841,60,1372,3535,75,2025-02-21T11:30:43Z,2017-10-19T06:18:47Z,Rust
MDEwOlJlcG9zaXRvcnkxMTQ1MjMxODQ=,JCSprout,27092,6960,30,59,114,0,2024-05-21T02:46:20Z,2017-12-17T09:06:50Z,Java
MDEwOlJlcG9zaXRvcnkyMjA2OTUz,commander.js,27064,1666,5,1100,1207,82,2025-02-15T01:59:46Z,2011-08-14T21:33:58Z,JavaScript
MDEwOlJlcG9zaXRvcnk4MjM1OTkxMA==,Tvlist-awesome-m3u-m3u8,27064,3189,23,47,13,0,2023-12-24T09:46:43Z,2017-02-18T03:59:25Z,Unknown
R_kgDOKlrpgA,crewAI,27037,3647,112,1024,862,76,2025-02-22T16:56:57Z,2023-10-27T03:26:59Z,Python
R_kgDOGKvm4w,turborepo,27036,1902,129,1707,6750,464,2025-02-21T15:50:45Z,2021-10-05T17:37:11Z,Rust
MDEwOlJlcG9zaXRvcnk3NzkxMjM0OQ==,Web,27018,6001,60,152,85,0,2024-09-10T02:37:41Z,2017-01-03T11:44:33Z,Unknown
MDEwOlJlcG9zaXRvcnkzODY5NjkyNQ==,python-telegram-bot,27011,5416,16,2206,1965,121,2025-02-22T17:19:50Z,2015-07-07T15:30:39Z,Python
MDEwOlJlcG9zaXRvcnkxOTM3NDgxMg==,tdesktop,26993,4949,861,13837,2098,770,2025-02-20T13:48:37Z,2014-05-02T12:36:31Z,C++
R_kgDOLunVBg,firecrawl,26967,2173,97,385,719,12,2025-02-23T08:07:32Z,2024-04-15T21:02:29Z,TypeScript
MDEwOlJlcG9zaXRvcnkyMDU1OTY1,swagger-ui,26964,8338,1162,4389,4361,351,2025-02-21T23:33:38Z,2011-07-15T22:56:39Z,JavaScript
MDEwOlJlcG9zaXRvcnkyMDYwODQ=,legacy-homebrew,26962,11047,0,17029,33606,0,2023-05-04T08:15:20Z,2009-05-20T19:38:37Z,Unknown
MDEwOlJlcG9zaXRvcnkxMjU0NDk3,codemirror5,26961,4829,407,3788,2889,173,2024-12-05T09:34:21Z,2011-01-14T13:44:03Z,JavaScript
MDEwOlJlcG9zaXRvcnkxMzkyNjQwNA==,redash,26948,4237,594,1940,4291,99,2025-02-18T20:04:12Z,2013-10-28T13:19:39Z,Python
MDEwOlJlcG9zaXRvcnkzMjU1NzM4NjM=,coder2gwy,26902,3666,127,28,4,0,2022-02-11T08:56:20Z,2020-12-30T14:40:50Z,Unknown
MDEwOlJlcG9zaXRvcnkxNjE5NTEyMTk=,wails,26894,1280,252,1674,1650,227,2025-02-23T00:17:41Z,2018-12-15T23:14:06Z,Go
MDEwOlJlcG9zaXRvcnkxMDI4MzQw,ace,26869,5171,87,3040,2401,97,2025-02-21T20:59:49Z,2010-10-27T10:43:36Z,JavaScript
MDEwOlJlcG9zaXRvcnkxNDk2NDQ3NQ==,Avalonia,26866,2292,1589,5920,5900,98,2025-02-23T15:55:36Z,2013-12-05T20:13:21Z,C#
MDEwOlJlcG9zaXRvcnk2NDUyNTI5,rethinkdb,26856,1824,1345,5047,694,72,2024-11-15T04:03:34Z,2012-10-30T05:37:47Z,C++
MDEwOlJlcG9zaXRvcnkyOTU5OTIwNjU=,headlessui,26830,1092,92,1254,764,120,2025-02-21T16:04:10Z,2020-09-16T09:53:09Z,TypeScript
MDEwOlJlcG9zaXRvcnkzMDIxNTYzMA==,kit,26829,2424,40,527,665,13,2024-07-19T01:40:06Z,2015-02-03T00:01:19Z,Go
MDEwOlJlcG9zaXRvcnkzNjg5MTg2Nw==,angular-cli,26828,11884,279,15514,13407,795,2025-02-23T14:40:53Z,2015-06-04T19:49:37Z,TypeScript
MDEwOlJlcG9zaXRvcnkxNDM4MjIwNjk=,rust-course,26815,2309,58,148,907,0,2025-01-09T02:23:20Z,2018-08-07T05:01:21Z,Rust
MDEwOlJlcG9zaXRvcnkxMDgxMTA=,mongo,26811,5353,0,0,1584,0,2025-02-05T20:10:56Z,2009-01-15T16:15:18Z,C++
MDEwOlJlcG9zaXRvcnk1NDQwMDY4Nw==,k6,26805,1289,693,1525,2304,68,2025-02-21T15:08:18Z,2016-03-21T15:30:24Z,Go
MDEwOlJlcG9zaXRvcnkzMzUyNDMyMDk=,anoma,26803,3783,114,513,1102,7,2025-02-21T19:44:46Z,2021-02-02T10:00:16Z,Elixir
MDEwOlJlcG9zaXRvcnkyNzg3NzI3MTk=,vue-vben-admin,26800,7243,65,3040,1970,54,2025-02-23T07:30:17Z,2020-07-11T02:29:21Z,Vue
MDEwOlJlcG9zaXRvcnkyNTc5MzE0,Faker,26796,3146,76,494,1503,12,2024-03-20T13:44:54Z,2011-10-14T22:49:02Z,PHP
MDEwOlJlcG9zaXRvcnk3NDY2MDY0Mg==,taichi,26771,2245,814,1867,5842,117,2025-01-06T21:32:17Z,2016-11-24T10:00:05Z,C++
MDEwOlJlcG9zaXRvcnk0ODEzNjY=,gitflow,26757,2444,238,126,223,0,2024-03-03T22:28:12Z,2010-01-20T23:14:12Z,Shell
MDEwOlJlcG9zaXRvcnk3NjM0Njc3,openssl,26747,9700,1628,8686,15147,274,2025-02-22T19:42:15Z,2013-01-15T22:34:48Z,C
MDEwOlJlcG9zaXRvcnkxMjI2OTIzNzc=,hangzhou_house_knowledge,26743,4867,99,49,13,0,2022-02-28T10:57:30Z,2018-02-24T01:54:18Z,CSS
R_kgDOKvdZfw,data-engineer-handbook,26705,5309,9,35,218,0,2025-02-22T22:50:01Z,2023-11-19T19:47:41Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnkxMzg3NTQ3OTA=,duckdb,26676,2022,312,5252,7952,46,2025-02-22T07:32:49Z,2018-06-26T15:04:45Z,C++
MDEwOlJlcG9zaXRvcnkxMDI5NzM2NDY=,fastai,26661,7408,213,1594,2242,55,2024-12-14T04:24:44Z,2017-09-09T17:43:36Z,Jupyter Notebook
MDEwOlJlcG9zaXRvcnkxNjU4NzI4Mw==,xgboost,26623,8250,377,5025,5858,62,2025-02-23T06:45:37Z,2014-02-06T17:28:03Z,C++
MDEwOlJlcG9zaXRvcnk0NTQzMTg5OA==,react-virtualized,26617,3023,3,1214,640,6,2025-01-20T21:42:24Z,2015-11-03T00:48:07Z,JavaScript
R_kgDOJHyA4Q,so-vits-svc,26585,4838,21,108,186,0,2023-11-11T13:11:31Z,2023-03-10T09:31:09Z,Python
MDEwOlJlcG9zaXRvcnkxOTMxNjI2Mjk=,Rectangle,26514,804,95,570,275,89,2025-02-10T06:52:02Z,2019-06-21T21:34:53Z,Swift
MDEwOlJlcG9zaXRvcnk0ODE4NzI=,vagrant,26498,4355,676,8887,3882,134,2025-02-20T23:54:40Z,2010-01-21T08:34:27Z,Ruby
MDEwOlJlcG9zaXRvcnkyOTk2Mjg3NjM=,30-Days-Of-React,26478,7309,58,18,346,0,2025-02-11T09:51:09Z,2020-09-29T13:38:54Z,JavaScript
MDEwOlJlcG9zaXRvcnk5NTgzMTQ=,nodemon,26459,1699,2,1670,535,102,2025-02-19T10:42:10Z,2010-10-03T12:50:52Z,JavaScript
MDEwOlJlcG9zaXRvcnkzNzk4NjUzMjU=,drizzle-orm,26457,759,1114,1565,923,128,2025-02-21T18:19:04Z,2021-06-24T09:03:05Z,TypeScript
MDEwOlJlcG9zaXRvcnkxOTYyODQ3MTE=,cascadia-code,26455,813,142,496,126,20,2025-02-11T18:32:13Z,2019-07-10T22:50:20Z,Python
MDEwOlJlcG9zaXRvcnkxNDQ1OTA5Mzk=,vscodium,26416,1158,119,1262,565,212,2025-02-14T20:40:38Z,2018-08-13T14:26:58Z,Shell
MDEwOlJlcG9zaXRvcnkzNDc3NzU2Mg==,srs,26412,4948,201,1260,793,66,2025-02-20T05:47:52Z,2015-04-29T06:59:32Z,C++
R_kgDOHY3dKQ,create-t3-app,26411,1218,59,647,1353,135,2025-01-12T20:03:16Z,2022-05-24T13:31:01Z,TypeScript
MDEwOlJlcG9zaXRvcnkyMTExMjQ2OTc=,spleeter,26410,2881,223,561,126,2,2025-01-24T14:14:40Z,2019-09-26T15:40:46Z,Python
MDEwOlJlcG9zaXRvcnk3MTA1Njc3NQ==,kitty,26387,1031,13,5883,1380,121,2025-02-23T12:31:03Z,2016-10-16T14:48:28Z,Python
MDEwOlJlcG9zaXRvcnk5MTQ5MzA4OA==,GoodbyeDPI,26380,1920,129,566,57,30,2024-11-06T12:52:33Z,2017-05-16T18:48:52Z,C
MDEwOlJlcG9zaXRvcnkyODEwNDU1,the_silver_searcher,26367,1383,437,412,696,0,2024-06-16T19:37:41Z,2011-11-19T19:50:47Z,C
MDEwOlJlcG9zaXRvcnkzOTY1Njk1Mzg=,khoj,26364,1429,68,449,493,127,2025-02-18T16:03:08Z,2021-08-16T01:48:44Z,Python
R_kgDOLZpAvQ,MinerU,26355,2010,66,936,668,91,2025-02-23T14:08:43Z,2024-02-29T08:52:34Z,Python
MDEwOlJlcG9zaXRvcnkxMDU5MTk4MDM=,Detectron,26300,5310,306,620,103,0,2023-11-20T09:13:34Z,2017-10-05T17:32:00Z,Python
MDEwOlJlcG9zaXRvcnk0MzY5NTQ3NA==,quasar,26293,3552,512,7398,4706,989,2025-02-13T10:36:04Z,2015-10-05T15:45:36Z,JavaScript
MDEwOlJlcG9zaXRvcnkxNDg3MzYyNDM=,miaosha,26257,6499,2,80,71,0,2024-06-06T19:31:57Z,2018-09-14T04:36:24Z,Java
MDEwOlJlcG9zaXRvcnkxMjI0NDQyNg==,nprogress,26248,1794,103,52,95,7,2022-06-04T00:38:39Z,2013-08-20T13:58:02Z,JavaScript
R_kgDOKMNg3A,ChatDev,26236,3292,24,246,201,9,2024-12-30T06:37:25Z,2023-08-28T02:18:13Z,Python
MDEwOlJlcG9zaXRvcnkxMzU3Nzk2,emscripten,26198,3282,1854,7678,13679,0,2025-02-22T01:14:49Z,2011-02-12T05:23:30Z,C++
MDEwOlJlcG9zaXRvcnkxMTI3NjE0Nw==,cmder,26196,2023,54,2227,610,34,2025-02-13T13:41:04Z,2013-07-09T07:44:22Z,C++
MDEwOlJlcG9zaXRvcnkyOTkwMTky,Signal-Android,26137,5871,382,10618,2883,81,2025-02-20T21:51:40Z,2011-12-15T20:01:12Z,Kotlin
MDEwOlJlcG9zaXRvcnkzNDQ1MzA2MA==,awesome-electron,26136,1958,2,42,676,0,2024-08-07T22:01:41Z,2015-04-23T11:48:53Z,Unknown
MDEwOlJlcG9zaXRvcnkyMTQ4NDc4MQ==,jumpserver,26119,5317,38,6898,7903,240,2025-02-21T09:46:58Z,2014-07-04T03:54:59Z,Python
MDEwOlJlcG9zaXRvcnkzNzkxMjM5OA==,nginx,26081,7031,116,93,247,4,2025-02-20T20:04:12Z,2015-06-23T10:26:27Z,C
MDEwOlJlcG9zaXRvcnk2MzQ4NDYzMg==,fastText,26078,4577,466,611,268,4,2024-03-22T21:40:44Z,2016-07-16T13:38:42Z,HTML
MDEwOlJlcG9zaXRvcnkzOTQzMTg3MTA=,ExplorerPatcher,26073,1087,232,2055,53,287,2025-02-16T09:06:29Z,2021-08-09T14:17:24Z,C
MDEwOlJlcG9zaXRvcnk3MDE5ODY2NA==,lottie-ios,26058,3694,27,1417,879,69,2025-02-05T17:07:40Z,2016-10-06T22:38:38Z,Swift
MDEwOlJlcG9zaXRvcnkxMTkxNjI0MTk=,next-auth,26047,3663,314,4482,3126,1000,2025-02-23T14:16:12Z,2018-01-27T12:28:16Z,TypeScript
MDEwOlJlcG9zaXRvcnkxODY2Njc1OA==,darknet,26032,11976,1812,561,268,0,2024-05-03T13:53:58Z,2014-04-11T07:59:16Z,C
MDEwOlJlcG9zaXRvcnk1MTI3MDczOQ==,awesome-vscode,26015,1207,24,26,334,0,2024-06-21T09:46:41Z,2016-02-07T23:02:45Z,JavaScript
MDEwOlJlcG9zaXRvcnkxMTg4NTg3Mzk=,hacker-laws,25960,1239,139,71,206,1,2025-02-17T16:46:32Z,2018-01-25T03:46:34Z,Shell
MDEwOlJlcG9zaXRvcnk0OTkzNTgxNA==,ItChat,25956,5197,282,623,111,13,2023-09-28T07:46:58Z,2016-01-19T07:49:48Z,Python
MDEwOlJlcG9zaXRvcnkzNjIwMTk0,select2,25952,6098,107,4718,1531,29,2024-09-11T14:53:51Z,2012-03-04T18:43:12Z,JavaScript
MDEwOlJlcG9zaXRvcnk0ODAwMzg4Ng==,go-patterns,25935,2213,17,13,96,0,2024-05-14T01:07:28Z,2015-12-14T22:05:06Z,Go
MDEwOlJlcG9zaXRvcnk2MDI3MzcwNA==,DeepSpeech,25918,3910,126,1986,1679,105,2024-09-03T21:17:43Z,2016-06-02T15:04:53Z,C++
MDEwOlJlcG9zaXRvcnk3MjQwOTU0,fonts,25902,3113,155,98,139,1,2024-03-22T16:47:30Z,2012-12-19T13:31:50Z,Shell
MDEwOlJlcG9zaXRvcnk3MTQ4NzA1OA==,table,25851,3095,196,2273,1325,267,2025-02-17T02:26:24Z,2016-10-20T17:25:08Z,TypeScript
MDEwOlJlcG9zaXRvcnkxNzU4NTYzMjY=,everyone-can-use-english,25834,3802,60,370,691,46,2025-02-13T02:04:11Z,2019-03-15T16:33:53Z,TypeScript
MDEwOlJlcG9zaXRvcnk1MTc2OTY4OQ==,refined-github,25829,1483,114,4209,3865,166,2025-02-21T00:30:02Z,2016-02-15T16:45:02Z,TypeScript
MDEwOlJlcG9zaXRvcnk0OTIxNzAwNw==,setup-ipsec-vpn,25816,6245,0,1483,106,0,2025-02-11T05:21:56Z,2016-01-07T16:44:12Z,Shell
