ID,Name,Stars,Forks,Open Issues,Closed Issues,PRs,Releases,Pushed At,Created At,Primary Language
MDEwOlJlcG9zaXRvcnkxMzg2MjM4MQ==,Telegram,25813,7742,0,0,676,95,2025-01-26T21:01:29Z,2013-10-25T14:08:10Z,Java
MDEwOlJlcG9zaXRvcnkxMjAyMjc3MzI=,fyne,25811,1413,663,2325,2284,49,2025-02-23T08:26:00Z,2018-02-04T22:07:16Z,Go
MDEwOlJlcG9zaXRvcnkyMTUxNTA0NA==,awesome-datascience,25784,5510,1,59,394,11,2025-02-11T15:14:24Z,2014-07-05T07:07:43Z,Unknown
MDEwOlJlcG9zaXRvcnkyNzAwNDc0,fastjson,25777,6418,1935,1695,870,84,2024-07-16T07:35:37Z,2011-11-03T06:58:52Z,Java
MDEwOlJlcG9zaXRvcnkyNTEzNjMwOA==,fetch,25768,2662,8,647,399,56,2024-07-15T00:26:39Z,2014-10-13T00:26:19Z,JavaScript
MDEwOlJlcG9zaXRvcnkxOTcwODEyOTE=,iced,25767,1205,296,862,1273,17,2025-02-23T06:34:30Z,2019-07-15T22:34:46Z,Rust
R_kgDOLrhZAA,llm.c,25747,2924,79,66,598,0,2024-10-02T01:25:39Z,2024-04-08T16:58:11Z,Cuda
MDEwOlJlcG9zaXRvcnkxNTM1MDAyNDk=,awesome-actions,25730,1474,14,27,605,0,2024-09-01T20:32:39Z,2018-10-17T17:53:45Z,Unknown
MDEwOlJlcG9zaXRvcnkzMTc3NTc=,Modernizr,25717,2927,171,1324,1239,27,2024-10-27T14:29:26Z,2009-09-25T20:13:23Z,JavaScript
MDEwOlJlcG9zaXRvcnkxODE4MDc1ODM=,fe-interview,25710,3199,6010,26,17,2,2025-02-21T20:49:09Z,2019-04-17T03:05:58Z,JavaScript
